Episode,Reward,Loss,Epsilon
0,-36.476511485925386,0.0,1.0
49,-38.40056743144791,0.01111788940615952,0.049911691230058335
99,-34.785769133621095,0.026063882850576193,0.049911691230058335
149,-38.651547696917454,0.037496203160844746,0.049911691230058335
199,-35.66479031273401,0.050127582345157864,0.049911691230058335
249,-38.740292831120684,0.06619247356429696,0.049911691230058335
299,-38.91373552263134,0.08248735824599862,0.049911691230058335
349,-33.7056725547629,0.09694121931679547,0.049911691230058335
399,-34.50800167426026,0.09287352869287133,0.049911691230058335
